20231010 094000;4376.25;4377;4376;4376.75;121
20231010 094100;4377;4377.25;4376.5;4376.5;205
20231010 094200;4376.75;4377.75;4376.75;4377.5;82
20231010 094300;4377.5;4377.75;4377.25;4377.5;51
20231010 094400;4377.5;4377.75;4377.25;4377.25;68
20231010 094500;4377;4377.75;4376.25;4376.5;224
20231010 094600;4376.75;4377;4375.5;4375.5;106
20231010 094700;4375.75;4376.75;4375.75;4376;62
20231010 094800;4376.25;4376.75;4376;4376;73
20231010 094900;4375.75;4375.75;4374.75;4375.5;174
20231010 095000;4375.5;4376.25;4375.25;4375.25;195
20231010 095100;4375.25;4375.75;4375.25;4375.75;55
20231010 095200;4375.75;4378;4375.75;4377.75;173
20231010 095300;4377.75;4377.75;4376.75;4377;149
20231010 095400;4377;4377.75;4377;4377.5;119
20231010 095500;4377.5;4378.25;4377.5;4377.75;250
20231010 095600;4377.75;4378;4377.5;4378;62
20231010 095700;4377.75;4378;4377.25;4377.5;94
20231010 095800;4377.25;4377.25;4377;4377;37
20231010 095900;4377;4377.5;4376.5;4377.25;113
20231010 100000;4377.25;4377.25;4376.75;4377;94
20231010 100100;4376.75;4377.5;4376;4376.25;107
20231010 100200;4376.25;4377;4376;4376;228
20231010 100300;4376.25;4376.5;4375.75;4376.25;239
20231010 100400;4376.5;4376.75;4376;4376;423
20231010 100500;4376.25;4376.5;4375.75;4376;159
20231010 100600;4376;4376.5;4376;4376.25;217
20231010 100700;4376.5;4377.75;4376;4377.5;453
20231010 100800;4377.25;4377.75;4376.75;4377.5;134
20231010 100900;4377.75;4378.75;4377.5;4378.75;238
20231010 101000;4378.5;4379;4378.25;4378.5;198
20231010 101100;4378.75;4378.75;4378.25;4378.25;75
20231010 101200;4378.5;4378.75;4378;4378.75;92
20231010 101300;4378.25;4378.5;4377.75;4378;48
20231010 101400;4377.5;4377.75;4376.75;4377;88
20231010 101500;4376.75;4377.75;4376.75;4377.75;106
20231010 101600;4377.75;4378;4377.5;4377.5;92
20231010 101700;4377.75;4377.75;4376.75;4377;116
20231010 101800;4377;4377.5;4376.25;4377.5;403
20231010 101900;4377.25;4377.5;4376.25;4376.5;261
20231010 102000;4376.5;4377;4376.25;4377;97
20231010 102100;4377;4377.25;4376.75;4377.25;87
20231010 102200;4377.25;4378.25;4377;4377.5;217
20231010 102300;4377.5;4377.75;4377.25;4377.25;152
20231010 102400;4377.25;4377.5;4376.5;4376.75;92
20231010 102500;4376.75;4377.5;4376.5;4377.5;131
20231010 102600;4377.25;4379.25;4377.25;4379.25;187
20231010 102700;4379;4379.25;4379;4379.25;62
20231010 102800;4379.25;4379.5;4378.5;4379.5;127
20231010 102900;4379.25;4379.5;4378.75;4378.75;179
20231010 103000;4378.75;4379.25;4378.5;4379;108
20231010 103100;4378.5;4379.25;4378.5;4379.25;93
20231010 103200;4379;4379.5;4379;4379.5;151
20231010 103300;4379.5;4379.5;4379;4379.5;166
20231010 103400;4379.5;4379.75;4379;4379.5;129
20231010 103500;4379.5;4379.75;4379;4379;175
20231010 103600;4379;4379.25;4378.25;4379;170
20231010 103700;4379;4379;4378.5;4378.75;52
20231010 103800;4378.75;4379.5;4378.25;4379.25;77
20231010 103900;4379.25;4379.75;4379.25;4379.75;90
20231010 104000;4379.5;4379.75;4378.75;4379;61
20231010 104100;4379;4379.75;4378.75;4379.5;82
20231010 104200;4379.25;4379.75;4379;4379.75;192
20231010 104300;4380;4380.5;4379.75;4380;217
20231010 104400;4380;4380.5;4379.75;4380.25;97
20231010 104500;4380.5;4380.75;4380;4380;199
20231010 104600;4380;4380.25;4379.75;4380;41
20231010 104700;4379.75;4379.75;4379;4379;88
20231010 104800;4379.25;4379.5;4379.25;4379.25;30
20231010 104900;4379;4379.5;4378.5;4378.5;90
20231010 105000;4378.5;4379;4378.5;4378.5;22
20231010 105100;4378.75;4379.75;4378.5;4379;114
20231010 105200;4379.25;4379.75;4379.25;4379.75;134
